State,County,Longitude,Lat,HOUSEHOLDS WITH INTERNET ACCESS (2014-2018),HYPERTIONSION DIAGNOSIS IN ADULTS (2017),HEART DISEASE DIAGNOSIS IN ADULTS (2017),DIABETES DIAGNOSIS FOR ADULTS (2017),HIGH CHOLESTEROL DIAGNOSIS IN ADULTS (2017),"CANCER INCIDENCE PER 100,000 PEOPLE (2011-2015)",DEPRESSION DIAGNOSIS RATE (2017),HIV DIAGNOSIS RATE (2016),RELIGIOUS ADHERENCE RATE (2010),VOTING AGE POPULATION TURNOUT RATE IN 2016 GENERAL ELECTION,PERCENTAGE VOTE FOR A DEMOCRAT IN 2016 SENATE ELECTION ,PERCENTAGE VOTE FOR A REPUBLICAN IN 2016 SENATE ELECTION ,TOTAL POPULATION RATE (ACS 2014-2018),TOTAL POPULATION MALE (ACS 2014-2018),TOTAL POPULATION FEMALE (ACS 2014-2018),Under 5 Years - AGE RATE (ACS 2014-2018),5 to 9 Years - AGE RATE (ACS 2014-2018),10 to 14 Years - AGE RATE (ACS 2014-2018),15 to 17 Years- AGE RATE (ACS 2014-2018),18 to 24 Years - AGE RATE (ACS 2014-2018),25 to 34 Years- AGE RATE (ACS 2014-2018),35 to 44 Years - AGE RATE (ACS 2014-2018),45 to 54 Years- AGE RATE (ACS 2014-2018),55 to 64 Years - AGE RATE (ACS 2014-2018),65 to 74 Years - AGE RATE (ACS 2014-2018),75 to 84 Years- AGE RATE (ACS 2014-2018),85 Years and Over - AGE RATE (ACS 2014-2018),White Alone - RACE RATE (ACS 2014-2018),Black or African American Alone- RACE RATE (ACS 2014-2018),American Indian and Alaska Native Alone- RACE RATE (ACS 2014-2018),Asian Alone- RACE RATE (ACS 2014-2018),Native Hawaiian and Other Pacific Islander Alone- RACE RATE (ACS 2014-2018),Some Other Race Alone- RACE RATE (ACS 2014-2018),Two or More Races- RACE RATE (ACS 2014-2018),Population 16 Years and Over- EMPLOYMENT RATE (ACS 2014-2018),In Labor Force- EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- EMPLOYMENT RATE (ACS 2014-2018),Civilian:- EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- EMPLOYMENT RATE (ACS 2014-2018),Male Population 16 Years and Over- MALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- MALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- MALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- MALE EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- MALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- MALE EMPLOYMENT RATE (ACS 2014-2018),Female Population 16 Years and Over:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Employed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force 16 Years and Over: LABOR FORCE RATE (ACS 2014-2018),In Armed Forces: LABOR FORCE RATE (ACS 2014-2018),Civilian: LABOR FORCE RATE (ACS 2014-2018),Civilian Population in Labor Force 16 Years and Over:- LABOR FORCE RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Employed- EMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Unemployed- UNEMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Households:-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018),"Less than $10,000-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$10,000 to $14,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$15,000 to $19,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$20,000 to $24,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$25,000 to $29,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$30,000 to $34,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$35,000 to $39,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$40,000 to $44,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$45,000 to $49,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$50,000 to $59,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$60,000 to $74,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$75,000 to $99,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$100,000 to $124,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$125,000 to $149,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$150,000 to $199,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$200,000 or More-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)",Total: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),No Health Insurance Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),With Health Insurance Coverage:: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Public Health Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Private Health Insurance: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Current Smokers (Persons 18 Years and Over),Drinking Adults (Persons 18 Years and Over),Persons with Limited Access to Healthy Foods,Persons with Access to Exercise Opportunities,Obese Persons (20 Years and Over),Physically Inactive Persons (20 Years and Over),Children Eligible for Free Lunch (Persons < 18 Years),Teen Births (Females 15 to 19 Years),Premature Deaths (Less than 75 Years),"Rate of limited-service restaurants per 100,000 people in 2017."
Georgia,Bryan,-81.44002948,32.00979311,87.83,31,3.8,10,29.8,486.9,19.2,105.7,400.92,59.17,22.4,73.04,"35,885","17,786","18,099","2,585","3,014","3,125","1,798","2,799","4,824","5,713","4,615","3,759","2,319",888,446,"27,652","5,296",162,525,25,889,"1,336","26,693","18,111","1,124","16,987","15,755","1,232","8,582","13,027","9,798","1,071","8,727","8,093",634,"3,229","13,666","8,313",53,"8,260","7,662",598,"5,353","18,111","1,124","16,987","16,987","15,755","1,232","12,636",785,463,432,689,655,405,455,480,407,765,977,"2,146","1,314","1,030",967,666,"34,674","3,867","30,807","8,654","25,581",15.4%,17.9%,1.9%,64.7%,28.3%,25.6%,31.1%,272,396,83.6
Georgia,Irwin,-83.27501387,31.60213036,60.16,35.6,4.6,11.9,31.8,465.9,18,526.5,449.57,49.67,22.21,75.23,"9,268","4,758","4,510",419,625,654,312,"1,052",953,"1,314","1,169","1,042",936,609,183,"6,318","2,759",13,36,0,22,120,"7,517","3,608",0,"3,608","3,277",331,"3,909","3,864","2,009",0,"2,009","1,814",195,"1,855","3,653","1,599",0,"1,599","1,463",136,"2,054","3,608",0,"3,608","3,608","3,277",331,"3,291",426,355,296,340,163,117,150,75,220,322,274,213,161,49,16,114,"9,125","1,441","7,684","3,937","5,081",18.3%,14.0%,2.7%,47.4%,29.8%,29.7%,61.0%,109,151,32.37
Georgia,Miller,-84.73151117,31.16568912,52.96,38.3,5.5,13.1,33,463.2,18.9,306.5,383.67,55.77,22.14,75.22,"5,836","2,832","3,004",329,390,368,252,303,739,666,805,740,610,484,150,"3,989","1,780",45,0,0,7,15,"4,667","2,496",0,"2,496","2,371",125,"2,171","2,206","1,226",0,"1,226","1,163",63,980,"2,461","1,270",0,"1,270","1,208",62,"1,191","2,496",0,"2,496","2,496","2,371",125,"2,300",245,207,134,121,174,48,115,140,117,248,237,236,145,69,11,53,"5,675",832,"4,843","2,487","3,106",18.0%,13.2%,2.0%,53.9%,31.2%,34.9%,66.1%,72,121,N/A
Georgia,Harris,-84.90538572,32.73709786,86.06,35.6,4.7,12.2,33.2,428.3,19,129,351.42,62.71,21.78,74.47,"33,590","16,832","16,758","1,576","1,975","2,303","1,493","2,774","3,369","4,092","5,155","4,992","3,866","1,480",515,"26,584","5,417",41,420,4,170,954,"27,173","16,632",277,"16,355","15,186","1,169","10,541","13,373","9,207",277,"8,930","8,273",657,"4,166","13,800","7,425",0,"7,425","6,913",512,"6,375","16,632",277,"16,355","16,355","15,186","1,169","12,158",457,389,470,464,600,445,429,517,430,708,"1,222","1,719","1,628","1,014",898,768,"32,965","2,577","30,388","10,466","25,382",13.1%,16.6%,0.2%,53.5%,29.7%,23.1%,31.0%,202,332,23.82
Georgia,Colquitt,-83.7677946,31.18810588,73.7,33.5,4.2,11,30,449.8,18.7,500,577.89,40.72,21.5,75.84,"45,606","22,554","23,052","3,195","3,218","3,691","1,951","4,112","5,829","5,822","5,833","5,251","3,961","2,151",592,"29,397","10,491",246,385,9,"4,227",851,"34,737","20,126",18,"20,108","18,736","1,372","14,611","17,041","10,956",18,"10,938","10,331",607,"6,085","17,696","9,170",0,"9,170","8,405",765,"8,526","20,126",18,"20,108","20,108","18,736","1,372","15,374","1,501","1,244","1,191","1,248","1,149","1,249",816,947,538,900,"1,210","1,602",749,363,371,296,"45,146","10,669","34,477","19,034","20,038",20.4%,13.7%,8.2%,58.9%,36.8%,33.8%,67.3%,847,718,67.97
Georgia,Lee,-84.14324253,31.7793306,84.14,31.2,3.6,9.6,29.1,505.8,19.6,184.7,374.56,65.62,21.29,76.28,"29,348","14,674","14,674","1,795","2,385","2,209","1,421","2,212","3,823","4,365","4,044","3,596","2,271",953,274,"21,735","5,956",30,758,38,163,668,"22,507","14,415",85,"14,330","13,267","1,063","8,092","11,211","7,413",85,"7,328","6,688",640,"3,798","11,296","7,002",0,"7,002","6,579",423,"4,294","14,415",85,"14,330","14,330","13,267","1,063","10,354",611,218,336,437,319,472,338,467,518,"1,016","1,008","1,556","1,284",805,601,368,"28,307","3,074","25,233","8,061","20,186",14.6%,17.1%,3.8%,71.2%,32.2%,24.7%,34.3%,250,298,51.11
Georgia,Tattnall,-82.05539188,32.04785085,73.61,33.8,4.1,11.2,28.7,458.2,17.8,418.4,388.79,34.85,20.96,76.77,"25,353","14,888","10,465","1,376","1,455","1,532",876,"2,282","4,082","3,796","3,508","3,012","2,081","1,052",301,"15,157","7,403",85,63,5,"2,169",471,"20,775","8,165",54,"8,111","7,801",310,"12,610","12,543","4,058",43,"4,015","3,881",134,"8,485","8,232","4,107",11,"4,096","3,920",176,"4,125","8,165",54,"8,111","8,111","7,801",310,"8,237",842,506,690,597,550,636,524,303,353,552,602,798,497,304,225,258,"18,969","2,556","16,413","7,826","11,428",19.8%,15.1%,1.5%,35.1%,35.3%,30.3%,65.8%,360,371,59.16
Georgia,Chattooga,-85.34535662,34.47197698,71.07,33.6,4.5,10.5,31.3,474.5,19.3,306.2,477.3,42.78,20.95,75.25,"24,817","12,865","11,952","1,375","1,692","1,608",939,"2,125","3,047","3,191","3,308","3,331","2,459","1,323",419,"21,407","2,507",29,130,0,404,340,"19,894","9,745",1,"9,744","8,946",798,"10,149","10,300","5,070",1,"5,069","4,637",432,"5,230","9,594","4,675",0,"4,675","4,309",366,"4,919","9,745",1,"9,744","9,744","8,946",798,"9,098","1,052",916,475,647,778,518,551,495,586,822,749,650,441,196,115,107,"23,139","3,555","19,584","10,333","12,050",19.3%,14.6%,3.9%,49.3%,35.6%,27.5%,59.2%,383,440,48.35
Georgia,Barrow,-83.71436292,33.99148694,84.53,29.8,3.6,9.7,28.7,495,19.1,141.5,376.91,51.34,20.63,73.54,"76,887","37,771","39,116","5,413","5,946","5,753","3,334","6,156","11,349","11,013","10,215","8,521","5,862","2,621",704,"61,173","8,841",134,"2,811",6,"2,167","1,755","58,691","37,566",0,"37,566","35,632","1,934","21,125","28,473","20,364",0,"20,364","19,244","1,120","8,109","30,218","17,202",0,"17,202","16,388",814,"13,016","37,566",0,"37,566","37,566","35,632","1,934","25,319","1,040","1,002","1,054","1,415","1,254","1,314","1,193","1,601","1,103","2,277","3,059","3,928","2,453","1,074",973,579,"76,750","11,435","65,315","23,389","49,180",16.6%,16.8%,5.7%,65.8%,35.3%,30.8%,52.3%,669,868,57.23
Georgia,Montgomery,-82.53527476,32.17201038,74.33,33.7,4.1,11.3,30.2,445.2,18,235.7,402.06,50.04,20.47,76.66,"9,036","4,633","4,403",481,466,635,315,"1,171",970,"1,147","1,206","1,195",920,428,102,"6,156","2,374",20,32,0,392,62,"7,359","3,793",0,"3,793","3,519",274,"3,566","3,791","2,064",0,"2,064","1,935",129,"1,727","3,568","1,729",0,"1,729","1,584",145,"1,839","3,793",0,"3,793","3,793","3,519",274,"3,039",350,252,176,196,143,144,232,162,130,216,242,343,173,82,93,105,"8,581","1,291","7,290","3,251","5,021",18.3%,14.7%,5.9%,11.9%,37.3%,30.0%,74.8%,112,136,33.2
Georgia,Hall,-83.81896936,34.32207823,84.38,30.2,3.8,9.8,29.3,475.8,19,140,761,48.88,20.21,74.48,"195,961","97,518","98,443","13,011","14,159","15,051","8,730","17,894","25,407","25,113","26,641","22,197","16,539","8,561","2,658","166,426","14,540",472,"3,348",35,"6,857","4,283","151,110","95,561",77,"95,484","91,959","3,525","55,549","74,414","53,102",47,"53,055","51,235","1,820","21,312","76,696","42,459",30,"42,429","40,724","1,705","34,237","95,561",77,"95,484","95,484","91,959","3,525","63,931","2,934","2,201","2,872","3,023","3,107","3,237","3,243","2,942","3,230","5,226","7,077","8,877","5,467","3,629","3,547","3,319","195,018","33,988","161,030","59,617","123,032",16.1%,16.5%,9.9%,81.1%,25.7%,23.8%,57.4%,"2,187","1,862",64.3
Georgia,Polk,-85.18677781,34.00267074,77.73,32.8,4.3,10.5,30.7,496,19.5,117.7,614.15,45.79,19.57,76.53,"41,621","20,415","21,206","2,823","3,157","2,944","1,869","3,410","5,419","5,147","5,366","5,216","3,816","1,930",524,"32,159","5,091",201,155,24,"3,071",920,"32,249","19,200",11,"19,189","18,048","1,141","13,049","15,817","10,751",11,"10,740","10,255",485,"5,066","16,432","8,449",0,"8,449","7,793",656,"7,983","19,200",11,"19,189","19,189","18,048","1,141","15,011","1,203",834,"1,196","1,056",703,"1,355",750,627,614,"1,389","1,372","1,869",930,571,275,267,"41,439","6,334","35,105","15,092","24,690",18.1%,15.2%,5.4%,80.2%,29.1%,30.4%,61.1%,652,748,72.08
Georgia,Bartow,-84.83887523,34.23732119,84.21,31.1,3.9,10.1,30,475.9,19.5,188.6,467.06,50.81,19.5,75.1,"103,620","51,332","52,288","6,752","7,219","7,116","4,490","8,980","13,453","13,589","15,079","13,091","8,849","3,655","1,347","87,027","11,113",258,"1,032",2,"2,202","1,986","81,090","50,951",99,"50,852","47,997","2,855","30,139","39,636","27,204",99,"27,105","25,632","1,473","12,432","41,454","23,747",0,"23,747","22,365","1,382","17,707","50,951",99,"50,852","50,852","47,997","2,855","37,351","2,218","1,549","1,805","2,243","1,952","1,971","2,117","1,642","1,531","3,101","4,336","5,514","3,033","1,934","1,481",924,"102,664","15,237","87,427","33,625","64,769",16.8%,16.9%,11.6%,81.5%,34.3%,26.6%,51.9%,"1,164","1,309",69.48
Georgia,Bleckley,-83.33035166,32.43829035,69.43,33.5,4.5,11,29.3,435.4,19,434.5,421.11,48.29,19.36,77.56,"12,775","5,937","6,838",702,758,787,547,"2,120","1,216","1,320","1,641","1,536","1,203",757,188,"8,903","3,590",9,28,0,226,19,"10,338","4,566",0,"4,566","4,230",336,"5,772","4,776","2,385",0,"2,385","2,248",137,"2,391","5,562","2,181",0,"2,181","1,982",199,"3,381","4,566",0,"4,566","4,566","4,230",336,"4,168",547,306,250,260,252,189,101,178,192,502,439,413,260,160,74,45,"12,425","1,295","11,130","4,687","8,110",18.1%,14.6%,2.8%,73.8%,30.0%,29.1%,52.5%,160,200,39.14
Georgia,Cherokee,-84.47431861,34.24393976,93.57,28.7,3.5,8.7,29,478.4,19.4,145.8,426.65,62.46,19.3,74.68,"241,910","119,270","122,640","14,819","16,499","18,925","10,971","19,149","29,074","34,642","36,864","29,867","20,568","8,241","2,291","209,053","16,478",864,"4,534",118,"5,278","5,585","188,094","128,143",117,"128,026","122,561","5,465","59,951","91,574","68,993",117,"68,876","66,447","2,429","22,581","96,520","59,150",0,"59,150","56,114","3,036","37,370","128,143",117,"128,026","128,026","122,561","5,465","85,825","3,060","1,840","2,927","2,745","2,556","2,945","3,097","3,458","2,737","6,456","8,526","13,298","10,382","7,050","8,054","6,694","240,790","26,240","214,550","53,338","185,128",13.8%,17.6%,6.0%,79.7%,25.5%,21.6%,26.0%,"1,187","1,877",66.55
Georgia,Forsyth,-84.1231513,34.22604035,93.95,29.3,3.6,9.1,29.7,466.6,19.5,72.4,421.52,62.3,19.27,75.12,"219,880","109,258","110,622","13,618","17,800","19,490","11,242","15,713","21,581","35,681","36,610","23,124","15,811","7,207","2,003","178,874","7,301",415,"26,049",95,"2,573","4,573","165,073","113,616",104,"113,512","109,504","4,008","51,457","81,017","62,882",104,"62,778","60,913","1,865","18,135","84,056","50,734",0,"50,734","48,591","2,143","33,322","113,616",104,"113,512","113,512","109,504","4,008","73,675","2,030","1,398","1,526","1,626","1,643","1,931","1,794","2,039","2,227","4,289","6,082","9,636","9,197","7,179","8,938","12,140","219,252","19,482","199,770","37,189","180,273",13.2%,18.2%,3.6%,80.7%,26.1%,18.7%,16.0%,565,"1,180",69.13
Georgia,Madison,-83.21218732,34.12920917,75.3,32.7,4.4,10.7,31.8,502.2,19.2,99.6,438.66,54.4,18.92,77.19,"14,120","7,036","7,084",616,531,845,445,956,"1,470","1,341","2,012","2,451","2,182","1,101",170,"8,832","4,840",16,235,20,26,151,"11,963","6,473",68,"6,405","5,900",505,"5,490","5,806","3,352",68,"3,284","2,986",298,"2,454","6,157","3,121",0,"3,121","2,914",207,"3,036","6,473",68,"6,405","6,405","5,900",505,"6,033",436,485,558,197,490,181,124,307,407,546,507,819,393,217,203,163,"13,974","2,227","11,747","5,695","8,435",15.5%,13.7%,3.6%,49.3%,31.2%,28.8%,72.0%,164,208,41.52
Georgia,Schley,-84.31258912,32.2654021,71.98,35,4.3,12,31.7,398.1,18.8,140.2,457.29,50.57,18.87,79.05,"5,211","2,546","2,665",272,323,404,235,572,622,645,733,541,517,244,103,"3,454","1,558",0,0,0,150,49,"4,179","2,488",0,"2,488","2,173",315,"1,691","2,100","1,338",0,"1,338","1,234",104,762,"2,079","1,150",0,"1,150",939,211,929,"2,488",0,"2,488","2,488","2,173",315,"1,877",307,52,162,86,115,87,81,146,65,129,198,212,114,62,35,26,"5,211",868,"4,343","1,875","2,988",17.6%,14.7%,0.5%,25.0%,29.1%,27.9%,42.0%,55,73,N/A
Georgia,Walton,-83.73552314,33.78017694,83.45,32.7,4.2,10.7,30.9,473,19,188.7,402.62,60.41,18.63,77.11,"90,132","43,775","46,357","5,562","6,084","7,012","4,080","7,631","10,517","11,613","13,197","10,918","8,252","3,992","1,274","70,380","15,327",178,"1,064",17,"1,698","1,468","69,892","43,065",67,"42,998","40,399","2,599","26,827","33,563","23,122",67,"23,055","21,730","1,325","10,441","36,329","19,943",0,"19,943","18,669","1,274","16,386","43,065",67,"42,998","42,998","40,399","2,599","31,133","1,704","1,346","1,189","1,575","1,554","1,258","1,128","1,650","1,737","2,799","3,515","4,227","2,917","1,562","1,552","1,420","89,273","9,995","79,278","27,764","61,719",15.3%,16.6%,6.9%,54.1%,30.6%,24.3%,44.3%,820,"1,159",59.91
Georgia,Towns,-83.7410746,34.91369188,75.91,39.2,6.9,13.3,36.8,553.5,19.5,N/A,518.58,68.51,18.32,78.12,"11,417","5,334","6,083",392,345,452,285,"1,610",825,815,"1,146","1,663","2,119","1,284",481,"10,887",135,64,77,0,58,196,"10,137","4,525",12,"4,513","4,267",246,"5,612","4,692","2,127",0,"2,127","2,020",107,"2,565","5,445","2,398",12,"2,386","2,247",139,"3,047","4,525",12,"4,513","4,513","4,267",246,"4,777",402,396,264,301,231,358,271,205,252,539,455,447,309,144,131,72,"11,235","1,230","10,005","5,599","7,394",14.1%,14.3%,0.0%,99.8%,26.4%,27.7%,46.4%,74,199,78.83
Georgia,Appling,-82.28909114,31.74847232,66.22,34.6,4.7,11.8,31.3,392.8,19.2,185,826.66,50.77,18.23,79.39,"18,454","9,353","9,101","1,206","1,490","1,103",810,"1,522","2,248","2,102","2,449","2,472","1,850",897,305,"14,033","3,363",72,139,0,543,304,"14,381","7,764",8,"7,756","7,296",460,"6,617","7,145","4,230",8,"4,222","4,025",197,"2,915","7,236","3,534",0,"3,534","3,271",263,"3,702","7,764",8,"7,756","7,756","7,296",460,"6,682",612,528,430,517,396,486,395,295,287,589,666,574,497,165,169,76,"17,994","2,813","15,181","8,013","9,156",17.9%,14.2%,5.8%,29.3%,35.2%,29.6%,61.9%,344,319,75.86
Georgia,Effingham,-81.34280942,32.36616021,87.23,30.2,3.6,9.6,29.2,486.3,19.1,134.7,399.22,54.43,18.15,77.97,"58,689","29,215","29,474","3,936","4,370","4,593","2,833","4,892","7,908","8,303","8,297","7,038","4,236","1,715",568,"48,093","7,955",75,552,24,664,"1,326","44,642","29,610",345,"29,265","28,083","1,182","15,032","21,783","16,474",273,"16,201","15,732",469,"5,309","22,859","13,136",72,"13,064","12,351",713,"9,723","29,610",345,"29,265","29,265","28,083","1,182","20,489",921,676,904,906,638,"1,069",791,853,896,"1,819","2,092","3,005","2,528","1,360","1,394",637,"58,033","5,684","52,349","14,326","44,056",15.5%,17.6%,4.0%,47.0%,33.7%,23.3%,33.8%,456,643,52.82
Georgia,Wayne,-81.91894878,31.5521809,74.13,33.7,4.2,10.7,30.6,476,19,328.9,662.08,45.89,17.61,79.38,"29,767","15,051","14,716","2,062","2,076","2,014","1,218","2,347","4,043","3,823","4,028","3,677","2,771","1,299",409,"22,340","5,935",44,141,0,513,794,"23,173","11,513",31,"11,482","10,612",870,"11,660","11,765","6,135",31,"6,104","5,568",536,"5,630","11,408","5,378",0,"5,378","5,044",334,"6,030","11,513",31,"11,482","11,482","10,612",870,"10,353","1,083",881,480,655,493,617,565,413,652,745,"1,013","1,267",600,412,324,153,"27,687","4,920","22,767","10,626","15,169",19.0%,15.5%,12.7%,40.6%,32.3%,29.8%,59.2%,509,468,80.63
Georgia,Heard,-85.12886832,33.29686567,69.59,33.2,4.5,10.9,31.9,477.9,19.3,164.1,487.07,47.64,17.19,78.44,"11,677","5,747","5,930",647,730,821,523,930,"1,336","1,436","1,715","1,653","1,161",500,225,"10,145","1,085",2,58,20,37,330,"9,214","5,317",0,"5,317","4,905",412,"3,897","4,473","2,806",0,"2,806","2,641",165,"1,667","4,741","2,511",0,"2,511","2,264",247,"2,230","5,317",0,"5,317","5,317","4,905",412,"4,489",380,302,256,283,357,194,148,201,247,315,583,651,287,150,84,51,"11,529","1,448","10,081","4,613","6,755",17.8%,15.4%,1.5%,26.8%,30.8%,28.1%,57.7%,167,188,34.26
Georgia,Walker,-85.30165174,34.73376362,76.73,32.9,4.6,10.2,31.9,405.6,20.2,162.6,556.98,45.42,17.08,77.83,"68,824","34,082","34,742","3,853","4,413","4,132","2,833","5,424","8,045","8,638","9,663","9,375","7,163","4,063","1,222","63,382","2,817",109,518,9,476,"1,513","55,487","31,525",134,"31,391","29,376","2,015","23,962","27,081","16,632",134,"16,498","15,477","1,021","10,449","28,406","14,893",0,"14,893","13,899",994,"13,513","31,525",134,"31,391","31,391","29,376","2,015","25,709","2,197","1,359","1,954","1,974","1,410","1,651","1,267","1,354","1,356","1,978","2,611","2,826","1,677",793,612,690,"67,391","8,921","58,470","25,257","41,891",17.3%,15.7%,10.5%,63.1%,33.1%,31.7%,55.6%,853,"1,162",33.42
Georgia,Catoosa,-85.13757014,34.89872298,84.06,31.4,4.3,9.6,31,371.8,20.4,90,304.65,52.92,16.96,77.74,"66,299","31,991","34,308","3,634","4,181","4,652","2,930","5,317","8,017","8,838","9,182","8,429","6,625","3,681",813,"61,318","1,558",220,953,24,752,"1,474","52,889","33,046",26,"33,020","31,719","1,301","19,843","25,044","17,496",25,"17,471","16,797",674,"7,548","27,845","15,550",1,"15,549","14,922",627,"12,295","33,046",26,"33,020","33,020","31,719","1,301","24,636","1,052","1,305","1,196","1,439","1,346","1,108","1,300","1,036","1,240","2,267","2,699","3,187","2,340","1,192","1,204",725,"65,808","7,906","57,902","20,218","46,540",15.4%,16.5%,11.1%,82.9%,26.5%,30.1%,41.1%,692,790,78.43
Georgia,Stephens,-83.29405315,34.55151201,74,34.4,4.8,10.9,32.3,507.7,19.8,166.8,420.5,49.14,16.87,79.36,"25,676","11,765","13,911","1,484","1,632","1,556","1,072","2,647","2,816","2,603","3,480","3,494","3,106","1,227",559,"21,558","2,876",40,84,2,489,627,"20,590","11,335",0,"11,335","10,301","1,034","9,255","9,469","5,759",0,"5,759","5,319",440,"3,710","11,121","5,576",0,"5,576","4,982",594,"5,545","11,335",0,"11,335","11,335","10,301","1,034","9,468","1,079",531,577,568,578,648,394,487,463,863,"1,033",785,662,392,199,209,"25,676","3,975","21,701","10,650","14,213",17.8%,14.6%,5.4%,85.0%,28.1%,28.7%,54.2%,335,500,66.21
Georgia,Jeff Davis,-82.6372487,31.80405727,62.31,33.3,4.5,11.3,30.6,406.3,19.6,49.6,581.48,47.09,16.72,80.17,"14,991","7,408","7,583","1,027","1,082","1,314",623,"1,240","1,938","1,901","1,835","1,734","1,519",612,166,"11,392","2,465",0,39,0,768,327,"11,317","5,879",0,"5,879","5,530",349,"5,438","5,444","3,423",0,"3,423","3,224",199,"2,021","5,873","2,456",0,"2,456","2,306",150,"3,417","5,879",0,"5,879","5,879","5,530",349,"5,270",609,399,296,382,371,480,368,236,331,431,292,598,253,150,35,39,"14,940","2,950","11,990","6,240","7,465",18.0%,14.8%,5.9%,58.6%,30.4%,31.1%,66.2%,287,275,53.37
Georgia,Rabun,-83.40304637,34.88389445,73.2,36.8,5.9,12.4,35.2,496.3,19.8,109.8,828.58,58.64,16.6,79.02,"16,457","8,107","8,350",701,888,639,562,"1,116","1,668","1,847","2,090","2,518","2,635","1,373",420,"15,119",393,91,170,1,544,139,"14,051","6,418",6,"6,412","6,142",270,"7,633","6,911","3,378",6,"3,372","3,229",143,"3,533","7,140","3,040",0,"3,040","2,913",127,"4,100","6,418",6,"6,412","6,412","6,142",270,"6,563",646,443,370,407,566,467,310,336,306,453,550,801,276,142,236,254,"16,232","2,990","13,242","7,219","8,958",16.2%,13.9%,0.1%,100.0%,32.1%,23.9%,56.4%,154,271,103.3
