State,County,Longitude,Lat,HOUSEHOLDS WITH INTERNET ACCESS (2014-2018),HYPERTIONSION DIAGNOSIS IN ADULTS (2017),HEART DISEASE DIAGNOSIS IN ADULTS (2017),DIABETES DIAGNOSIS FOR ADULTS (2017),HIGH CHOLESTEROL DIAGNOSIS IN ADULTS (2017),"CANCER INCIDENCE PER 100,000 PEOPLE (2011-2015)",DEPRESSION DIAGNOSIS RATE (2017),HIV DIAGNOSIS RATE (2016),RELIGIOUS ADHERENCE RATE (2010),VOTING AGE POPULATION TURNOUT RATE IN 2016 GENERAL ELECTION,PERCENTAGE VOTE FOR A DEMOCRAT IN 2016 SENATE ELECTION ,PERCENTAGE VOTE FOR A REPUBLICAN IN 2016 SENATE ELECTION ,TOTAL POPULATION RATE (ACS 2014-2018),TOTAL POPULATION MALE (ACS 2014-2018),TOTAL POPULATION FEMALE (ACS 2014-2018),Under 5 Years - AGE RATE (ACS 2014-2018),5 to 9 Years - AGE RATE (ACS 2014-2018),10 to 14 Years - AGE RATE (ACS 2014-2018),15 to 17 Years- AGE RATE (ACS 2014-2018),18 to 24 Years - AGE RATE (ACS 2014-2018),25 to 34 Years- AGE RATE (ACS 2014-2018),35 to 44 Years - AGE RATE (ACS 2014-2018),45 to 54 Years- AGE RATE (ACS 2014-2018),55 to 64 Years - AGE RATE (ACS 2014-2018),65 to 74 Years - AGE RATE (ACS 2014-2018),75 to 84 Years- AGE RATE (ACS 2014-2018),85 Years and Over - AGE RATE (ACS 2014-2018),White Alone - RACE RATE (ACS 2014-2018),Black or African American Alone- RACE RATE (ACS 2014-2018),American Indian and Alaska Native Alone- RACE RATE (ACS 2014-2018),Asian Alone- RACE RATE (ACS 2014-2018),Native Hawaiian and Other Pacific Islander Alone- RACE RATE (ACS 2014-2018),Some Other Race Alone- RACE RATE (ACS 2014-2018),Two or More Races- RACE RATE (ACS 2014-2018),Population 16 Years and Over- EMPLOYMENT RATE (ACS 2014-2018),In Labor Force- EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- EMPLOYMENT RATE (ACS 2014-2018),Civilian:- EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- EMPLOYMENT RATE (ACS 2014-2018),Male Population 16 Years and Over- MALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- MALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- MALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- MALE EMPLOYMENT RATE (ACS 2014-2018),Employed- MALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- MALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- MALE EMPLOYMENT RATE (ACS 2014-2018),Female Population 16 Years and Over:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Armed Forces- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Civilian:- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Employed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Unemployed- FEMALE EMPLOYMENT RATE (ACS 2014-2018),Not in Labor Force- FEMALE EMPLOYMENT RATE (ACS 2014-2018),In Labor Force 16 Years and Over: LABOR FORCE RATE (ACS 2014-2018),In Armed Forces: LABOR FORCE RATE (ACS 2014-2018),Civilian: LABOR FORCE RATE (ACS 2014-2018),Civilian Population in Labor Force 16 Years and Over:- LABOR FORCE RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Employed- EMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Unemployed- UNEMPLOYMENT RATE FOR 16 YEARS AND OVER POPULATION (ACS 2014-2018),Households:-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018),"Less than $10,000-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$10,000 to $14,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$15,000 to $19,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$20,000 to $24,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$25,000 to $29,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$30,000 to $34,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$35,000 to $39,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$40,000 to $44,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$45,000 to $49,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$50,000 to $59,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$60,000 to $74,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$75,000 to $99,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$100,000 to $124,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$125,000 to $149,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$150,000 to $199,999-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)","$200,000 or More-- HOUSEHOLD INCOME IN 2018 INFLATION ADJUSTED DOLLARS (ACS 2014-2018)",Total: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),No Health Insurance Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),With Health Insurance Coverage:: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Public Health Coverage: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Private Health Insurance: RATE OF HEALTH INSURANCE COVERAGE (ACS 2014-2018),Current Smokers (Persons 18 Years and Over),Drinking Adults (Persons 18 Years and Over),Persons with Limited Access to Healthy Foods,Persons with Access to Exercise Opportunities,Obese Persons (20 Years and Over),Physically Inactive Persons (20 Years and Over),Children Eligible for Free Lunch (Persons < 18 Years),Teen Births (Females 15 to 19 Years),Premature Deaths (Less than 75 Years),"Rate of limited-service restaurants per 100,000 people in 2017."
Georgia,Thomas,-83.91847289,30.86392347,79.84,37.7,4.7,12.8,31.9,456.1,18.9,370,618.36,54.71,34.56,62.33,"44,730","21,219","23,511","2,862","2,863","3,169","1,862","3,543","5,435","5,227","6,026","6,066","4,510","2,273",894,"26,869","16,302",51,75,16,408,"1,009","35,133","20,357",70,"20,287","18,645","1,642","14,776","16,322","10,213",57,"10,156","9,443",713,"6,109","18,811","10,144",13,"10,131","9,202",929,"8,667","20,357",70,"20,287","20,287","18,645","1,642","17,352","1,574","1,322","1,118","1,243","1,200","1,292",909,755,607,"1,474","1,311","1,466",900,777,783,621,"44,104","6,957","37,147","18,206","24,247",18.7%,13.1%,14.0%,61.7%,32.6%,24.1%,58.8%,688,678,98.37
Georgia,McIntosh,-81.40163426,31.49683595,78.88,39.4,5.1,13.9,34.1,364.8,17.6,306.7,303.77,51.4,34.55,62.02,"8,484","4,203","4,281",409,629,293,314,714,920,940,"1,217","1,324","1,051",610,63,"5,288","2,576",14,89,36,371,110,"7,075","3,833",7,"3,826","3,432",394,"3,242","3,532","2,116",7,"2,109","1,879",230,"1,416","3,543","1,717",0,"1,717","1,553",164,"1,826","3,833",7,"3,826","3,826","3,432",394,"3,331",268,212,268,314,111,196,117,203,101,523,222,385,222,58,51,80,"8,389","1,192","7,197","3,256","5,138",18.8%,13.5%,41.7%,19.2%,32.8%,31.3%,64.3%,128,137,77.9
Georgia,Troup,-85.02812115,33.03349196,75.58,35.1,4.2,11.4,30.2,474,18.8,205.7,541.99,49.75,34.02,62.58,"69,774","33,387","36,387","4,560","4,375","5,461","2,921","7,033","9,342","8,539","9,038","8,612","5,946","2,898","1,049","40,993","24,934",134,"1,471",0,686,"1,556","54,233","32,400",26,"32,374","29,824","2,550","21,833","25,609","16,230",26,"16,204","14,961","1,243","9,379","28,624","16,170",0,"16,170","14,863","1,307","12,454","32,400",26,"32,374","32,374","29,824","2,550","24,843","2,599","1,930","1,699","1,111","1,467","1,474","1,216","1,185",956,"2,238","2,544","2,379","1,607","1,048",800,590,"68,396","8,691","59,705","23,488","43,919",17.7%,15.4%,6.4%,80.4%,29.4%,29.3%,56.6%,"1,080",988,81.69
Georgia,Houston,-83.66879087,32.45802497,83.82,32.2,3.7,10.3,28.7,438,18.8,264.5,527.74,53.18,33.93,62.39,"151,682","73,756","77,926","10,239","10,917","11,289","6,556","13,760","22,441","19,754","20,382","17,856","10,824","5,760","1,904","92,943","46,232",629,"4,392",13,"1,898","5,575","116,745","76,105","2,382","73,723","68,567","5,156","40,640","55,916","39,455","2,037","37,418","34,956","2,462","16,461","60,829","36,650",345,"36,305","33,611","2,694","24,179","76,105","2,382","73,723","73,723","68,567","5,156","56,146","3,876","2,005","2,814","2,554","2,557","2,612","2,504","2,206","2,916","4,572","6,338","7,360","5,377","3,191","3,125","2,139","148,179","17,455","130,724","46,115","104,970",15.5%,15.1%,9.4%,85.6%,32.3%,23.8%,41.5%,"1,372","1,461",95.59
Georgia,Fayette,-84.49089434,33.41357794,91.89,35.7,4.5,11.8,33,439.8,18.8,191.3,660,71.86,33.5,62.13,"111,369","54,055","57,314","4,911","6,354","8,882","5,924","9,823","9,698","12,447","17,587","16,654","12,059","5,142","1,888","75,542","24,316",276,"5,034",118,"2,481","3,602","89,345","55,606",137,"55,469","52,689","2,780","33,739","42,783","29,247",46,"29,201","27,868","1,333","13,536","46,562","26,359",91,"26,268","24,821","1,447","20,203","55,606",137,"55,469","55,469","52,689","2,780","39,753","1,111",864,"1,127",935,"1,101","1,208","1,326","1,410","1,273","2,793","3,728","5,380","4,011","3,709","4,415","5,362","110,687","8,047","102,640","28,650","90,672",12.7%,15.5%,6.8%,84.7%,29.2%,20.6%,26.1%,359,891,97.87
Georgia,Jenkins,-81.96040187,32.79248718,57.41,38.5,5,13.7,31.9,421.3,18.4,456,631.77,43.87,33.1,64.71,"8,827","4,055","4,772",622,792,370,256,971,729,881,"1,282","1,440","1,053",230,201,"5,363","2,955",127,109,0,201,72,"6,987","3,447",0,"3,447","3,309",138,"3,540","3,021","1,694",0,"1,694","1,652",42,"1,327","3,966","1,753",0,"1,753","1,657",96,"2,213","3,447",0,"3,447","3,447","3,309",138,"3,409",564,249,260,357,412,112,227,129,109,261,323,192,180,8,12,14,"8,752","1,459","7,293","4,087","4,036",21.5%,13.2%,7.0%,20.9%,32.3%,28.3%,64.4%,121,152,90.63
Georgia,Spalding,-84.28013991,33.26310031,73.22,35.2,4.3,11.4,30.6,514.2,18.7,338.5,730.68,52.18,32.88,63.31,"64,719","31,395","33,324","3,967","4,467","4,392","2,681","5,299","8,403","7,877","8,416","8,165","6,790","3,267",995,"40,745","21,697",282,627,19,292,"1,057","50,639","26,938",30,"26,908","25,042","1,866","23,701","24,098","13,912",0,"13,912","12,943",969,"10,186","26,541","13,026",30,"12,996","12,099",897,"13,515","26,938",30,"26,908","26,908","25,042","1,866","24,137","2,227","1,448","1,470","1,558","1,591","1,516","1,499","1,312","1,020","1,957","2,497","2,714","1,423",873,513,519,"63,667","9,893","53,774","27,525","34,328",19.0%,14.1%,7.0%,73.7%,34.5%,28.2%,67.0%,985,"1,072",91.16
Georgia,Turner,-83.62069378,31.71612656,65.73,38.2,5,13.3,31.5,542.4,18.2,441.5,731.69,55.79,32.78,64.83,"7,962","3,843","4,119",540,488,586,321,545,911,"1,222",849,"1,064",881,414,141,"4,371","3,423",17,66,0,72,13,"6,226","3,324",0,"3,324","3,120",204,"2,902","3,021","1,762",0,"1,762","1,660",102,"1,259","3,205","1,562",0,"1,562","1,460",102,"1,643","3,324",0,"3,324","3,324","3,120",204,"3,023",556,298,184,46,225,87,154,177,147,150,337,383,53,139,44,43,"7,619","1,145","6,474","3,477","3,735",18.6%,12.9%,4.6%,9.0%,34.3%,32.8%,75.5%,157,143,113.04
Georgia,Crisp,-83.76811843,31.92289565,64.03,37.8,4.6,12.6,31.6,452.6,18.5,602.3,451.9,43.83,32.25,65.3,"22,846","10,849","11,997","1,464","1,623","1,522","1,070","2,082","2,510","2,646","2,792","3,123","2,361","1,260",393,"12,104","9,974",0,220,30,85,433,"17,783","10,024",0,"10,024","8,798","1,226","7,759","8,239","5,239",0,"5,239","4,623",616,"3,000","9,544","4,785",0,"4,785","4,175",610,"4,759","10,024",0,"10,024","10,024","8,798","1,226","8,329","1,112",997,573,533,409,528,496,479,384,743,409,623,408,285,101,249,"22,436","3,772","18,664","9,813","11,150",20.2%,12.5%,19.0%,72.6%,30.1%,31.2%,71.2%,493,428,91.92
Georgia,Telfair,-82.93491155,31.92829517,31.58,36.5,4.5,12.8,30.4,316.4,17.2,551.9,396.06,28.95,31.95,66.37,"16,115","9,346","6,769",635,855,760,493,"1,225","2,444","2,657","2,192","2,134","1,522",895,303,"8,651","6,725",9,17,0,604,109,"13,604","5,050",0,"5,050","4,919",131,"8,554","8,198","2,901",0,"2,901","2,819",82,"5,297","5,406","2,149",0,"2,149","2,100",49,"3,257","5,050",0,"5,050","5,050","4,919",131,"4,931",441,536,412,517,522,396,210,241,410,126,264,541,138,115,34,28,"12,847","1,468","11,379","5,707","6,652",21.9%,13.6%,3.6%,11.4%,31.6%,32.1%,N/A,182,233,62.05
Georgia,Seminole,-84.86823924,30.93464824,65.92,40,5.6,14.1,34.1,421.2,18.7,292,676.94,53.87,31.9,65.26,"8,437","4,027","4,410",468,570,462,315,693,832,"1,016",969,"1,246","1,088",485,293,"5,215","2,790",0,67,0,154,211,"6,844","3,102",0,"3,102","2,864",238,"3,742","3,138","1,660",0,"1,660","1,566",94,"1,478","3,706","1,442",0,"1,442","1,298",144,"2,264","3,102",0,"3,102","3,102","2,864",238,"3,325",392,296,207,224,298,281,154,123,205,266,191,341,123,86,95,43,"8,335","1,354","6,981","3,953","4,104",17.2%,13.1%,3.0%,52.9%,29.5%,32.3%,66.7%,143,187,35.56
Georgia,Bulloch,-81.74811421,32.39577406,80.2,26.5,2.9,7.9,23.5,405.3,19,355.6,363.36,42.27,31.86,63.94,"74,782","36,777","38,005","4,235","3,713","4,635","2,409","18,318","10,218","7,797","7,872","7,410","5,080","2,240",855,"49,030","21,072",260,"1,054",186,950,"2,230","61,320","36,437",64,"36,373","33,249","3,124","24,883","29,900","19,153",64,"19,089","17,428","1,661","10,747","31,420","17,284",0,"17,284","15,821","1,463","14,136","36,437",64,"36,373","36,373","33,249","3,124","26,955","2,703","2,347","1,854","1,823","1,442","1,550","1,186","1,375","1,273","2,170","2,194","2,728","2,073",990,583,664,"73,930","9,905","64,025","20,909","49,801",20.3%,17.0%,10.2%,43.2%,34.6%,25.4%,54.7%,694,751,85.58
Georgia,Ben Hill,-83.22145359,31.76095874,64.09,36.5,4.5,12.1,31.2,457.8,18.6,149.9,696.38,46.47,31.83,65.7,"17,154","8,047","9,107","1,087",929,"1,588",741,"1,409","1,910","2,150","2,227","2,332","1,668",836,277,"10,375","6,286",0,18,9,277,189,"13,359","6,634",7,"6,627","6,313",314,"6,725","6,180","3,214",7,"3,207","2,987",220,"2,966","7,179","3,420",0,"3,420","3,326",94,"3,759","6,634",7,"6,627","6,627","6,313",314,"6,569",755,867,517,403,426,501,326,369,377,520,541,439,278,141,59,50,"16,822","2,899","13,923","7,238","8,610",21.4%,12.8%,12.2%,43.4%,36.1%,29.9%,74.6%,353,321,58.3
Georgia,Grady,-84.23418364,30.87454847,72.68,36.1,4.8,12.6,31.1,440.7,18.8,329.1,556.44,49.64,31.55,65.37,"24,926","12,176","12,750","1,668","1,575","1,913","1,060","1,761","3,291","2,725","3,349","3,307","2,545","1,254",478,"16,529","7,163",133,141,91,222,647,"19,358","11,051",21,"11,030","10,303",727,"8,307","9,273","5,790",21,"5,769","5,397",372,"3,483","10,085","5,261",0,"5,261","4,906",355,"4,824","11,051",21,"11,030","11,030","10,303",727,"9,037",841,609,631,626,669,412,507,371,468,617,941,826,793,272,254,200,"24,744","4,527","20,217","10,710","12,580",20.3%,13.0%,5.4%,59.0%,31.1%,31.8%,63.3%,422,382,72.21
Georgia,Greene,-83.17139104,33.5769205,71.53,41.8,5.9,15,35.3,473.3,18.2,130.4,506.19,64.2,30.83,67.36,"16,976","8,299","8,677",683,"1,014","1,067",494,"1,055","1,798","1,630","1,869","2,652","3,058","1,390",266,"9,924","6,028",0,171,3,678,172,"14,018","6,658",25,"6,633","6,305",328,"7,360","6,689","3,401",7,"3,394","3,250",144,"3,288","7,329","3,257",18,"3,239","3,055",184,"4,072","6,658",25,"6,633","6,633","6,305",328,"7,004",564,459,466,536,386,320,238,301,246,613,527,684,427,327,376,534,"16,809","2,649","14,160","7,745","9,532",17.4%,11.8%,1.7%,42.5%,30.2%,30.7%,66.3%,144,273,41.23
Georgia,Laurens,-82.92221316,32.46325233,63.15,36.6,4.5,12.1,31.2,440.9,18.7,458.5,593.03,54.51,30.16,67.5,"47,418","22,497","24,921","3,161","3,533","3,098","1,936","4,092","5,658","5,723","6,096","6,137","4,512","2,700",772,"28,020","17,645",44,535,7,822,345,"36,928","18,218",17,"18,201","17,326",875,"18,710","17,117","9,004",17,"8,987","8,662",325,"8,113","19,811","9,214",0,"9,214","8,664",550,"10,597","18,218",17,"18,201","18,201","17,326",875,"17,183","2,045","1,797","1,242","1,258",822,893,"1,096",920,613,895,"1,732","1,579",909,476,547,359,"46,507","5,214","41,293","19,134","28,091",18.9%,13.5%,4.8%,40.2%,35.4%,31.6%,59.6%,682,822,88.57
Georgia,Glynn,-81.53811412,31.23279254,81.77,35.4,4.5,11.6,31.7,441,18.9,424.2,548.97,52.75,29.96,66.3,"83,974","39,419","44,555","4,971","5,295","5,386","3,268","6,796","10,134","9,817","10,839","11,674","9,486","4,401","1,907","57,000","21,957",360,"1,076",57,"1,481","2,043","67,031","40,825",31,"40,794","38,572","2,222","26,206","30,900","20,107",31,"20,076","19,155",921,"10,793","36,131","20,718",0,"20,718","19,417","1,301","15,413","40,825",31,"40,794","40,794","38,572","2,222","33,777","2,775","1,773","1,747","2,002","2,105","1,424","1,577","1,530","1,736","2,609","2,787","3,719","2,960","1,593","1,550","1,890","82,952","11,732","71,220","31,636","51,534",16.0%,14.3%,8.8%,85.0%,27.7%,29.2%,55.8%,"1,145","1,130",105.99
Georgia,Long,-81.74952375,31.75218791,83.5,29.7,3.2,9.7,26.9,372.4,18.3,88.1,218.27,31.27,29.96,65.64,"18,156","8,872","9,284","1,423","1,756","1,197",727,"1,730","2,963","2,559","2,325","1,875",972,533,96,"11,752","4,299",50,202,95,723,"1,035","13,501","8,027",689,"7,338","6,232","1,106","5,474","6,635","4,723",546,"4,177","3,614",563,"1,912","6,866","3,304",143,"3,161","2,618",543,"3,562","8,027",689,"7,338","7,338","6,232","1,106","5,601",359,281,206,391,210,80,361,265,281,768,662,824,467,296,46,104,"17,323","2,563","14,760","6,216","10,181",18.0%,17.0%,5.0%,27.0%,29.7%,28.0%,58.9%,135,163,16.52
Georgia,Elbert,-82.83936148,34.11302332,61.27,37.7,5.2,13.1,32.4,452.4,18.7,192.3,566.99,53.5,29.33,67.53,"19,212","9,188","10,024","1,120","1,136","1,301",642,"1,484","2,305","2,153","2,526","2,755","2,157","1,224",409,"13,085","5,889",0,42,0,106,90,"15,440","8,197",15,"8,182","7,626",556,"7,243","7,368","4,208",8,"4,200","3,981",219,"3,160","8,072","3,989",7,"3,982","3,645",337,"4,083","8,197",15,"8,182","8,182","7,626",556,"7,491",668,650,696,468,579,464,427,398,266,663,574,609,448,384,91,106,"18,975","2,768","16,207","8,904","9,791",16.6%,13.6%,8.1%,44.7%,32.4%,29.3%,64.3%,282,375,62.46
Georgia,Jones,-83.56019163,33.02512137,79.95,34.8,4.3,11.7,31.5,425.3,18.4,100.3,372.53,57.37,29.13,67.98,"28,548","13,874","14,674","1,482","2,225","1,769","1,284","2,244","3,144","3,779","4,058","3,815","2,891","1,472",385,"20,790","7,082",56,213,0,10,397,"22,650","13,131",51,"13,080","12,114",966,"9,519","10,873","6,794",24,"6,770","6,330",440,"4,079","11,777","6,337",27,"6,310","5,784",526,"5,440","13,131",51,"13,080","13,080","12,114",966,"10,510",688,504,506,638,709,484,517,480,423,873,970,"1,528",965,597,366,262,"28,231","3,287","24,944","10,543","18,446",14.9%,15.5%,3.3%,60.5%,32.7%,29.2%,42.6%,182,343,17.51
Georgia,Camden,-81.66601818,30.92951916,87.03,29.4,3.4,9.1,27.1,442.3,19.4,198.3,386.04,47.41,29.03,65.24,"52,714","27,019","25,695","3,892","3,650","3,498","1,899","6,796","8,328","5,904","6,283","6,028","4,230","1,854",352,"38,452","9,862",363,"1,118",64,993,"1,862","41,008","26,716","3,684","23,032","21,340","1,692","14,292","21,062","15,478","3,609","11,869","11,162",707,"5,584","19,946","11,238",75,"11,163","10,178",985,"8,708","26,716","3,684","23,032","23,032","21,340","1,692","19,327","1,113",662,758,942,"1,272",840,"1,130","1,094",653,"1,601","2,061","2,919","1,628","1,006","1,013",635,"48,743","5,699","43,044","14,578","34,159",16.0%,18.4%,11.2%,69.9%,31.5%,24.8%,39.5%,616,546,85.37
Georgia,Wheeler,-82.72574721,32.12009104,34.02,35.1,4.2,11.5,29,356.8,17.2,525.1,259.8,31.73,28.62,68.49,"7,939","5,007","2,932",338,351,482,173,"1,111","1,231","1,218","1,047",887,689,319,93,"4,516","3,379",36,0,0,0,8,"6,739","2,167",0,"2,167","1,928",239,"4,572","4,373","1,289",0,"1,289","1,149",140,"3,084","2,366",878,0,878,779,99,"1,488","2,167",0,"2,167","2,167","1,928",239,"1,937",203,354,150,222,143,122,88,44,52,192,156,93,72,13,33,0,"6,616","1,104","5,512","2,631","3,274",20.7%,15.7%,0.1%,3.7%,33.8%,32.5%,69.1%,86,100,N/A
Georgia,Lincoln,-82.45024131,33.79201475,56.86,39.7,5.5,14,33.9,447.1,18.8,221.2,438.97,65.29,28.42,69.13,"7,799","3,683","4,116",380,414,435,291,565,750,933,952,"1,318","1,067",619,75,"5,217","2,462",4,15,2,46,53,"6,462","3,427",12,"3,415","3,259",156,"3,035","3,087","1,755",12,"1,743","1,672",71,"1,332","3,375","1,672",0,"1,672","1,587",85,"1,703","3,427",12,"3,415","3,415","3,259",156,"3,424",270,405,167,247,225,221,149,121,101,342,301,362,169,98,152,94,"7,716",957,"6,759","3,246","4,739",17.3%,13.2%,3.5%,23.3%,33.2%,30.1%,53.1%,69,133,38.47
Georgia,Upson,-84.30024826,32.87920671,70.18,36.6,4.7,12,32.1,508.9,18.9,253.9,569.75,53.53,28.31,68.69,"26,216","12,503","13,713","1,796","1,386","1,866","1,035","2,160","2,943","3,066","3,581","3,676","2,764","1,444",499,"18,160","7,369",88,105,198,0,296,"20,875","10,895",0,"10,895","10,005",890,"9,980","9,806","5,287",0,"5,287","4,929",358,"4,519","11,069","5,608",0,"5,608","5,076",532,"5,461","10,895",0,"10,895","10,895","10,005",890,"10,204","1,598",506,692,737,662,729,477,485,550,741,885,893,467,362,273,147,"25,688","3,422","22,266","11,188","14,579",18.4%,13.9%,8.2%,54.3%,34.1%,30.2%,64.4%,427,501,80.1
Georgia,Lamar,-84.14263877,33.07841647,73.05,34,4.2,11.3,30,463.9,18.1,267,618.33,51.88,27.89,68.63,"18,513","8,959","9,554","1,014",878,"1,250",723,"2,777","2,038","2,109","2,258","2,432","1,922",772,340,"12,186","5,392",19,149,0,149,618,"15,239","8,041",15,"8,026","7,132",894,"7,198","7,248","4,331",15,"4,316","3,740",576,"2,917","7,991","3,710",0,"3,710","3,392",318,"4,281","8,041",15,"8,026","8,026","7,132",894,"6,368",791,478,551,204,439,262,394,295,224,550,469,762,342,260,218,129,"18,296","2,503","15,793","6,646","11,685",17.0%,14.9%,2.0%,68.2%,33.0%,30.3%,66.5%,233,304,64.82
Georgia,Coffee,-82.8549206,31.54892966,67.45,32.7,3.8,10.4,29,437.7,18.6,254.2,476.13,42.92,27.43,69.74,"42,961","22,088","20,873","2,914","3,209","2,618","1,809","4,504","5,878","5,535","5,863","4,903","3,649","1,596",483,"29,193","12,056",79,327,0,850,456,"33,577","17,432",4,"17,428","16,627",801,"16,145","17,189","8,621",4,"8,617","8,176",441,"8,568","16,388","8,811",0,"8,811","8,451",360,"7,577","17,432",4,"17,428","17,428","16,627",801,"14,298","1,849","1,076","1,018",890,810,870,869,955,617,"1,234","1,284","1,085",655,217,545,324,"39,580","7,582","31,998","15,230","20,644",18.9%,14.5%,8.0%,57.5%,32.3%,34.0%,66.6%,850,614,67.5
Georgia,Emanuel,-82.30239915,32.59221302,69.59,36.1,4.7,12.4,30.7,407.5,18.7,328.3,543.73,46.24,27.33,70.09,"22,499","11,105","11,394","1,528","1,400","1,772",956,"2,011","3,048","2,682","2,761","2,853","2,090","1,134",264,"13,935","7,698",11,63,0,332,460,"17,372","9,031",0,"9,031","8,340",691,"8,341","8,522","4,514",0,"4,514","4,130",384,"4,008","8,850","4,517",0,"4,517","4,210",307,"4,333","9,031",0,"9,031","9,031","8,340",691,"8,392","1,146",663,655,624,623,489,531,581,254,562,632,890,353,148,166,75,"21,749","3,894","17,855","9,167","11,332",21.0%,13.1%,15.5%,23.6%,33.6%,30.4%,71.1%,394,426,71.11
Georgia,Johnson,-82.66166794,32.70211082,64.86,36.8,4.5,12.3,31.6,370.4,17.1,283.1,443.59,47.62,26.6,71.09,"9,730","5,318","4,412",536,592,465,336,"1,073","1,048","1,385","1,246","1,327","1,028",419,275,"6,281","3,256",0,19,0,0,174,"8,028","4,628",0,"4,628","4,211",417,"3,400","4,493","2,912",0,"2,912","2,639",273,"1,581","3,535","1,716",0,"1,716","1,572",144,"1,819","4,628",0,"4,628","4,628","4,211",417,"3,361",450,233,203,245,236,149,171,174,141,263,179,526,177,132,82,0,"9,483","1,400","8,083","4,373","4,800",17.8%,15.3%,7.6%,50.6%,34.4%,31.5%,62.6%,100,152,51.39
Georgia,Treutlen,-82.56904553,32.40422134,61.15,35.9,4.7,12.1,30.5,430.8,18.7,412.2,417.72,53.62,26.19,71.13,"6,777","3,573","3,204",503,366,431,282,468,917,787,814,910,709,485,105,"4,900","1,840",0,0,0,15,22,"5,376","2,676",0,"2,676","2,523",153,"2,700","2,860","1,542",0,"1,542","1,469",73,"1,318","2,516","1,134",0,"1,134","1,054",80,"1,382","2,676",0,"2,676","2,676","2,523",153,"2,641",307,215,127,268,238,116,106,109,57,284,309,281,114,37,0,73,"6,438","1,284","5,154","2,723","3,303",17.9%,14.9%,8.0%,42.2%,33.4%,34.2%,70.9%,88,114,N/A
